Loan_ID,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP001990,No,0,Not Graduate,No,2000,0,,360,1,Urban,N
LP001993,No,0,Graduate,No,3762,1666,135,360,1,Rural,Y
LP001994,No,0,Graduate,No,2400,1863,104,360,0,Urban,N
LP001996,No,0,Graduate,No,20233,0,480,360,1,Rural,N
LP001998,Yes,2,Not Graduate,No,7667,0,185,360,,Rural,Y
LP002002,No,0,Graduate,No,2917,0,84,360,1,Semiurban,Y
LP002004,No,0,Not Graduate,No,2927,2405,111,360,1,Semiurban,Y
LP002006,No,0,Graduate,No,2507,0,56,360,1,Rural,Y
LP002008,Yes,2,Graduate,Yes,5746,0,144,84,,Rural,Y
LP002024,Yes,0,Graduate,No,2473,1843,159,360,1,Rural,N
LP002031,Yes,1,Not Graduate,No,3399,1640,111,180,1,Urban,Y
LP002035,Yes,2,Graduate,No,3717,0,120,360,1,Semiurban,Y
LP002036,Yes,0,Graduate,No,2058,2134,88,360,,Urban,Y
LP002043,No,1,Graduate,No,3541,0,112,360,,Semiurban,Y
LP002050,Yes,1,Graduate,Yes,10000,0,155,360,1,Rural,N
LP002051,Yes,0,Graduate,No,2400,2167,115,360,1,Semiurban,Y
LP002053,Yes,3+,Graduate,No,4342,189,124,360,1,Semiurban,Y
LP002054,Yes,2,Not Graduate,No,3601,1590,,360,1,Rural,Y
LP002055,No,0,Graduate,No,3166,2985,132,360,,Rural,Y
LP002065,Yes,3+,Graduate,No,15000,0,300,360,1,Rural,Y
LP002067,Yes,1,Graduate,Yes,8666,4983,376,360,0,Rural,N
LP002068,No,0,Graduate,No,4917,0,130,360,0,Rural,Y
LP002082,Yes,0,Graduate,Yes,5818,2160,184,360,1,Semiurban,Y
LP002086,Yes,0,Graduate,No,4333,2451,110,360,1,Urban,N
LP002087,No,0,Graduate,No,2500,0,67,360,1,Urban,Y
LP002097,No,1,Graduate,No,4384,1793,117,360,1,Urban,Y
LP002098,No,0,Graduate,No,2935,0,98,360,1,Semiurban,Y
LP002100,No,,Graduate,No,2833,0,71,360,1,Urban,Y
LP002101,Yes,0,Graduate,,63337,0,490,180,1,Urban,Y
LP002103,Yes,1,Graduate,Yes,9833,1833,182,180,1,Urban,Y
LP002106,Yes,,Graduate,Yes,5503,4490,70,,1,Semiurban,Y
LP002110,Yes,1,Graduate,,5250,688,160,360,1,Rural,Y
LP002112,Yes,2,Graduate,Yes,2500,4600,176,360,1,Rural,Y
LP002113,No,3+,Not Graduate,No,1830,0,,360,0,Urban,N
LP002114,No,0,Graduate,No,4160,0,71,360,1,Semiurban,Y
LP002115,Yes,3+,Not Graduate,No,2647,1587,173,360,1,Rural,N
LP002116,No,0,Graduate,No,2378,0,46,360,1,Rural,N
LP002119,Yes,1,Not Graduate,No,4554,1229,158,360,1,Urban,Y
LP002126,Yes,3+,Not Graduate,No,3173,0,74,360,1,Semiurban,Y
LP002128,Yes,2,Graduate,,2583,2330,125,360,1,Rural,Y
LP002129,Yes,0,Graduate,No,2499,2458,160,360,1,Semiurban,Y
LP002130,Yes,,Not Graduate,No,3523,3230,152,360,0,Rural,N
LP002131,Yes,2,Not Graduate,No,3083,2168,126,360,1,Urban,Y
LP002137,Yes,0,Graduate,No,6333,4583,259,360,,Semiurban,Y
LP002138,Yes,0,Graduate,No,2625,6250,187,360,1,Rural,Y
LP002139,Yes,0,Graduate,No,9083,0,228,360,1,Semiurban,Y
LP002140,No,0,Graduate,No,8750,4167,308,360,1,Rural,N
LP002141,Yes,3+,Graduate,No,2666,2083,95,360,1,Rural,Y
LP002142,Yes,0,Graduate,Yes,5500,0,105,360,0,Rural,N
LP002143,Yes,0,Graduate,No,2423,505,130,360,1,Semiurban,Y
LP002144,No,,Graduate,No,3813,0,116,180,1,Urban,Y
LP002149,Yes,2,Graduate,No,8333,3167,165,360,1,Rural,Y
LP002151,Yes,1,Graduate,No,3875,0,67,360,1,Urban,N
LP002158,Yes,0,Not Graduate,No,3000,1666,100,480,0,Urban,N
LP002160,Yes,3+,Graduate,No,5167,3167,200,360,1,Semiurban,Y
LP002161,No,1,Graduate,No,4723,0,81,360,1,Semiurban,N
LP002170,Yes,2,Graduate,No,5000,3667,236,360,1,Semiurban,Y
LP002175,Yes,0,Graduate,No,4750,2333,130,360,1,Urban,Y
LP002178,Yes,0,Graduate,No,3013,3033,95,300,,Urban,Y
LP002180,No,0,Graduate,Yes,6822,0,141,360,1,Rural,Y
LP002181,No,0,Not Graduate,No,6216,0,133,360,1,Rural,N
LP002187,No,0,Graduate,No,2500,0,96,480,1,Semiurban,N
LP002188,No,0,Graduate,No,5124,0,124,,0,Rural,N
LP002190,Yes,1,Graduate,No,6325,0,175,360,1,Semiurban,Y
LP002191,Yes,0,Graduate,No,19730,5266,570,360,1,Rural,N
LP002194,No,0,Graduate,Yes,15759,0,55,360,1,Semiurban,Y
LP002197,Yes,2,Graduate,No,5185,0,155,360,1,Semiurban,Y
LP002201,Yes,2,Graduate,Yes,9323,7873,380,300,1,Rural,Y
LP002205,No,1,Graduate,No,3062,1987,111,180,0,Urban,N
LP002209,No,0,Graduate,,2764,1459,110,360,1,Urban,Y
LP002211,Yes,0,Graduate,No,4817,923,120,180,1,Urban,Y
LP002219,Yes,3+,Graduate,No,8750,4996,130,360,1,Rural,Y
LP002223,Yes,0,Graduate,No,4310,0,130,360,,Semiurban,Y
LP002224,No,0,Graduate,No,3069,0,71,480,1,Urban,N
LP002225,Yes,2,Graduate,No,5391,0,130,360,1,Urban,Y
LP002226,Yes,0,Graduate,,3333,2500,128,360,1,Semiurban,Y
LP002229,No,0,Graduate,No,5941,4232,296,360,1,Semiurban,Y
LP002231,No,0,Graduate,No,6000,0,156,360,1,Urban,Y
LP002234,No,0,Graduate,Yes,7167,0,128,360,1,Urban,Y
LP002236,Yes,2,Graduate,No,4566,0,100,360,1,Urban,N
LP002237,No,1,Graduate,,3667,0,113,180,1,Urban,Y
LP002239,No,0,Not Graduate,No,2346,1600,132,360,1,Semiurban,Y
LP002243,Yes,0,Not Graduate,No,3010,3136,,360,0,Urban,N
LP002244,Yes,0,Graduate,No,2333,2417,136,360,1,Urban,Y
LP002250,Yes,0,Graduate,No,5488,0,125,360,1,Rural,Y
LP002255,No,3+,Graduate,No,9167,0,185,360,1,Rural,Y
LP002262,Yes,3+,Graduate,No,9504,0,275,360,1,Rural,Y
LP002263,Yes,0,Graduate,No,2583,2115,120,360,,Urban,Y
LP002265,Yes,2,Not Graduate,No,1993,1625,113,180,1,Semiurban,Y
LP002266,Yes,2,Graduate,No,3100,1400,113,360,1,Urban,Y
LP002272,Yes,2,Graduate,No,3276,484,135,360,,Semiurban,Y
LP002277,No,0,Graduate,No,3180,0,71,360,0,Urban,N
LP002281,Yes,0,Graduate,No,3033,1459,95,360,1,Urban,Y
LP002284,No,0,Not Graduate,No,3902,1666,109,360,1,Rural,Y
LP002287,No,0,Graduate,No,1500,1800,103,360,0,Semiurban,N
LP002288,Yes,2,Not Graduate,No,2889,0,45,180,0,Urban,N
LP002296,No,0,Not Graduate,No,2755,0,65,300,1,Rural,N
LP002297,No,0,Graduate,No,2500,20000,103,360,1,Semiurban,Y
LP002300,No,0,Not Graduate,No,1963,0,53,360,1,Semiurban,Y
LP002301,No,0,Graduate,Yes,7441,0,194,360,1,Rural,N
LP002305,No,0,Graduate,No,4547,0,115,360,1,Semiurban,Y
LP002308,Yes,0,Not Graduate,No,2167,2400,115,360,1,Urban,Y
LP002314,No,0,Not Graduate,No,2213,0,66,360,1,Rural,Y
LP002315,Yes,1,Graduate,No,8300,0,152,300,0,Semiurban,N
LP002317,Yes,3+,Graduate,No,81000,0,360,360,0,Rural,N
LP002318,No,1,Not Graduate,Yes,3867,0,62,360,1,Semiurban,N
LP002319,Yes,0,Graduate,,6256,0,160,360,,Urban,Y
LP002328,Yes,0,Not Graduate,No,6096,0,218,360,0,Rural,N
LP002332,Yes,0,Not Graduate,No,2253,2033,110,360,1,Rural,Y
LP002335,Yes,0,Not Graduate,No,2149,3237,178,360,0,Semiurban,N
LP002337,No,0,Graduate,No,2995,0,60,360,1,Urban,Y
LP002341,No,1,Graduate,No,2600,0,160,360,1,Urban,N
LP002342,Yes,2,Graduate,Yes,1600,20000,239,360,1,Urban,N
LP002345,Yes,0,Graduate,No,1025,2773,112,360,1,Rural,Y
LP002347,Yes,0,Graduate,No,3246,1417,138,360,1,Semiurban,Y
LP002348,Yes,0,Graduate,No,5829,0,138,360,1,Rural,Y
LP002357,No,0,Not Graduate,No,2720,0,80,,0,Urban,N
LP002361,Yes,0,Graduate,No,1820,1719,100,360,1,Urban,Y
LP002362,Yes,1,Graduate,No,7250,1667,110,,0,Urban,N
LP002364,Yes,0,Graduate,No,14880,0,96,360,1,Semiurban,Y
LP002366,Yes,0,Graduate,No,2666,4300,121,360,1,Rural,Y
LP002367,No,1,Not Graduate,No,4606,0,81,360,1,Rural,N
LP002368,Yes,2,Graduate,No,5935,0,133,360,1,Semiurban,Y
LP002369,Yes,0,Graduate,No,2920,16.12000084,87,360,1,Rural,Y
LP002370,No,0,Not Graduate,No,2717,0,60,180,1,Urban,Y
LP002377,No,1,Graduate,Yes,8624,0,150,360,1,Semiurban,Y
LP002379,No,0,Graduate,No,6500,0,105,360,0,Rural,N
LP002386,No,0,Graduate,,12876,0,405,360,1,Semiurban,Y
LP002387,Yes,0,Graduate,No,2425,2340,143,360,1,Semiurban,Y
LP002390,No,0,Graduate,No,3750,0,100,360,1,Urban,Y
LP002393,,,Graduate,No,10047,0,,240,1,Semiurban,Y
LP002398,No,0,Graduate,No,1926,1851,50,360,1,Semiurban,Y
LP002401,Yes,0,Graduate,No,2213,1125,,360,1,Urban,Y
LP002403,No,0,Graduate,Yes,10416,0,187,360,0,Urban,N
LP002407,Yes,0,Not Graduate,Yes,7142,0,138,360,1,Rural,Y
LP002408,No,0,Graduate,No,3660,5064,187,360,1,Semiurban,Y
LP002409,Yes,0,Graduate,No,7901,1833,180,360,1,Rural,Y
LP002418,No,3+,Not Graduate,No,4707,1993,148,360,1,Semiurban,Y
LP002422,No,1,Graduate,No,37719,0,152,360,1,Semiurban,Y
LP002424,Yes,0,Graduate,No,7333,8333,175,300,,Rural,Y
LP002429,Yes,1,Graduate,Yes,3466,1210,130,360,1,Rural,Y
LP002434,Yes,2,Not Graduate,No,4652,0,110,360,1,Rural,Y
LP002435,Yes,0,Graduate,,3539,1376,55,360,1,Rural,N
LP002443,Yes,2,Graduate,No,3340,1710,150,360,0,Rural,N
LP002444,No,1,Not Graduate,Yes,2769,1542,190,360,,Semiurban,N
LP002446,Yes,2,Not Graduate,No,2309,1255,125,360,0,Rural,N
LP002447,Yes,2,Not Graduate,No,1958,1456,60,300,,Urban,Y
LP002448,Yes,0,Graduate,No,3948,1733,149,360,0,Rural,N
LP002449,Yes,0,Graduate,No,2483,2466,90,180,0,Rural,Y
LP002453,No,0,Graduate,Yes,7085,0,84,360,1,Semiurban,Y
LP002455,Yes,2,Graduate,No,3859,0,96,360,1,Semiurban,Y
LP002459,Yes,0,Graduate,No,4301,0,118,360,1,Urban,Y
LP002467,Yes,0,Graduate,No,3708,2569,173,360,1,Urban,N
LP002472,No,2,Graduate,No,4354,0,136,360,1,Rural,Y
LP002473,Yes,0,Graduate,No,8334,0,160,360,1,Semiurban,N
LP002478,Yes,0,Graduate,Yes,2083,4083,160,360,,Semiurban,Y
LP002484,Yes,3+,Graduate,No,7740,0,128,180,1,Urban,Y
LP002487,Yes,0,Graduate,No,3015,2188,153,360,1,Rural,Y
LP002489,No,1,Not Graduate,,5191,0,132,360,1,Semiurban,Y
LP002493,No,0,Graduate,No,4166,0,98,360,0,Semiurban,N
LP002494,No,0,Graduate,No,6000,0,140,360,1,Rural,Y
LP002500,Yes,3+,Not Graduate,No,2947,1664,70,180,0,Urban,N
LP002501,Yes,0,Graduate,No,16692,0,110,360,1,Semiurban,Y
LP002502,Yes,2,Not Graduate,,210,2917,98,360,1,Semiurban,Y
LP002505,Yes,0,Graduate,No,4333,2451,110,360,1,Urban,N
LP002515,Yes,1,Graduate,Yes,3450,2079,162,360,1,Semiurban,Y
LP002517,Yes,1,Not Graduate,No,2653,1500,113,180,0,Rural,N
LP002519,Yes,3+,Graduate,No,4691,0,100,360,1,Semiurban,Y
LP002522,No,0,Graduate,Yes,2500,0,93,360,,Urban,Y
LP002524,No,2,Graduate,No,5532,4648,162,360,1,Rural,Y
LP002527,Yes,2,Graduate,Yes,16525,1014,150,360,1,Rural,Y
LP002529,Yes,2,Graduate,No,6700,1750,230,300,1,Semiurban,Y
LP002530,Yes,2,Graduate,No,2873,1872,132,360,0,Semiurban,N
LP002531,Yes,1,Graduate,Yes,16667,2250,86,360,1,Semiurban,Y
LP002533,Yes,2,Graduate,No,2947,1603,,360,1,Urban,N
LP002534,No,0,Not Graduate,No,4350,0,154,360,1,Rural,Y
LP002536,Yes,3+,Not Graduate,No,3095,0,113,360,1,Rural,Y
LP002537,Yes,0,Graduate,No,2083,3150,128,360,1,Semiurban,Y
LP002541,Yes,0,Graduate,No,10833,0,234,360,1,Semiurban,Y
LP002543,Yes,2,Graduate,No,8333,0,246,360,1,Semiurban,Y
LP002544,Yes,1,Not Graduate,No,1958,2436,131,360,1,Rural,Y
LP002545,No,2,Graduate,No,3547,0,80,360,0,Rural,N
LP002547,Yes,1,Graduate,No,18333,0,500,360,1,Urban,N
LP002555,Yes,2,Graduate,Yes,4583,2083,160,360,1,Semiurban,Y
LP002556,No,0,Graduate,No,2435,0,75,360,1,Urban,N
LP002560,No,0,Not Graduate,No,2699,2785,96,360,,Semiurban,Y
LP002562,Yes,1,Not Graduate,No,5333,1131,186,360,,Urban,Y
LP002571,No,0,Not Graduate,No,3691,0,110,360,1,Rural,Y
LP002582,No,0,Not Graduate,Yes,17263,0,225,360,1,Semiurban,Y
LP002585,Yes,0,Graduate,No,3597,2157,119,360,0,Rural,N
LP002586,Yes,1,Graduate,No,3326,913,105,84,1,Semiurban,Y
LP002587,Yes,0,Not Graduate,No,2600,1700,107,360,1,Rural,Y
LP002588,Yes,0,Graduate,No,4625,2857,111,12,,Urban,Y
LP002600,Yes,1,Graduate,Yes,2895,0,95,360,1,Semiurban,Y
LP002602,No,0,Graduate,No,6283,4416,209,360,0,Rural,N
LP002603,No,0,Graduate,No,645,3683,113,480,1,Rural,Y
LP002606,No,0,Graduate,No,3159,0,100,360,1,Semiurban,Y
LP002615,Yes,2,Graduate,No,4865,5624,208,360,1,Semiurban,Y
LP002618,Yes,1,Not Graduate,No,4050,5302,138,360,,Rural,N
LP002619,Yes,0,Not Graduate,No,3814,1483,124,300,1,Semiurban,Y
LP002622,Yes,2,Graduate,No,3510,4416,243,360,1,Rural,Y
LP002624,Yes,0,Graduate,No,20833,6667,480,360,,Urban,Y
LP002625,No,0,Graduate,No,3583,0,96,360,1,Urban,N
LP002626,Yes,0,Graduate,Yes,2479,3013,188,360,1,Urban,Y
LP002634,No,1,Graduate,No,13262,0,40,360,1,Urban,Y
LP002637,No,0,Not Graduate,No,3598,1287,100,360,1,Rural,N
LP002640,Yes,1,Graduate,No,6065,2004,250,360,1,Semiurban,Y
LP002643,Yes,2,Graduate,No,3283,2035,148,360,1,Urban,Y
LP002648,Yes,0,Graduate,No,2130,6666,70,180,1,Semiurban,N
LP002652,No,0,Graduate,No,5815,3666,311,360,1,Rural,N
LP002659,Yes,3+,Graduate,No,3466,3428,150,360,1,Rural,Y
LP002670,Yes,2,Graduate,No,2031,1632,113,480,1,Semiurban,Y
LP002682,Yes,,Not Graduate,No,3074,1800,123,360,0,Semiurban,N
LP002683,No,0,Graduate,No,4683,1915,185,360,1,Semiurban,N
LP002684,No,0,Not Graduate,No,3400,0,95,360,1,Rural,N
LP002689,Yes,2,Not Graduate,No,2192,1742,45,360,1,Semiurban,Y
LP002690,No,0,Graduate,No,2500,0,55,360,1,Semiurban,Y
LP002692,Yes,3+,Graduate,Yes,5677,1424,100,360,1,Rural,Y
LP002693,Yes,2,Graduate,Yes,7948,7166,480,360,1,Rural,Y
LP002697,No,0,Graduate,No,4680,2087,,360,1,Semiurban,N
LP002699,Yes,2,Graduate,Yes,17500,0,400,360,1,Rural,Y
LP002705,Yes,0,Graduate,No,3775,0,110,360,1,Semiurban,Y
LP002706,Yes,1,Not Graduate,No,5285,1430,161,360,0,Semiurban,Y
LP002714,No,1,Not Graduate,No,2679,1302,94,360,1,Semiurban,Y
LP002716,No,0,Not Graduate,No,6783,0,130,360,1,Semiurban,Y
LP002717,Yes,0,Graduate,No,1025,5500,216,360,,Rural,Y
LP002720,Yes,3+,Graduate,No,4281,0,100,360,1,Urban,Y
LP002723,No,2,Graduate,No,3588,0,110,360,0,Rural,N
LP002729,No,1,Graduate,No,11250,0,196,360,,Semiurban,N
LP002731,No,0,Not Graduate,Yes,18165,0,125,360,1,Urban,Y
LP002732,No,0,Not Graduate,,2550,2042,126,360,1,Rural,Y
LP002734,Yes,0,Graduate,No,6133,3906,324,360,1,Urban,Y
LP002738,No,2,Graduate,No,3617,0,107,360,1,Semiurban,Y
LP002739,Yes,0,Not Graduate,No,2917,536,66,360,1,Rural,N
LP002740,Yes,3+,Graduate,No,6417,0,157,180,1,Rural,Y
LP002741,Yes,1,Graduate,No,4608,2845,140,180,1,Semiurban,Y
LP002743,No,0,Graduate,No,2138,0,99,360,0,Semiurban,N
LP002753,No,1,Graduate,,3652,0,95,360,1,Semiurban,Y
LP002755,Yes,1,Not Graduate,No,2239,2524,128,360,1,Urban,Y
LP002757,Yes,0,Not Graduate,No,3017,663,102,360,,Semiurban,Y
LP002767,Yes,0,Graduate,No,2768,1950,155,360,1,Rural,Y
LP002768,No,0,Not Graduate,No,3358,0,80,36,1,Semiurban,N
LP002772,No,0,Graduate,No,2526,1783,145,360,1,Rural,Y
LP002776,No,0,Graduate,No,5000,0,103,360,0,Semiurban,N
LP002777,Yes,0,Graduate,No,2785,2016,110,360,1,Rural,Y
LP002778,Yes,2,Graduate,Yes,6633,0,,360,0,Rural,N
LP002784,Yes,1,Not Graduate,No,2492,2375,,360,1,Rural,Y
LP002785,Yes,1,Graduate,No,3333,3250,158,360,1,Urban,Y
LP002788,Yes,0,Not Graduate,No,2454,2333,181,360,0,Urban,N
LP002789,Yes,0,Graduate,No,3593,4266,132,180,0,Rural,N
LP002792,Yes,1,Graduate,No,5468,1032,26,360,1,Semiurban,Y
LP002794,No,0,Graduate,No,2667,1625,84,360,,Urban,Y
LP002795,Yes,3+,Graduate,Yes,10139,0,260,360,1,Semiurban,Y
LP002798,Yes,0,Graduate,No,3887,2669,162,360,1,Semiurban,Y
LP002804,Yes,0,Graduate,No,4180,2306,182,360,1,Semiurban,Y
LP002807,Yes,2,Not Graduate,No,3675,242,108,360,1,Semiurban,Y
LP002813,Yes,1,Graduate,Yes,19484,0,600,360,1,Semiurban,Y
LP002820,Yes,0,Graduate,No,5923,2054,211,360,1,Rural,Y
LP002821,No,0,Not Graduate,Yes,5800,0,132,360,1,Semiurban,Y
LP002832,Yes,2,Graduate,No,8799,0,258,360,0,Urban,N
LP002833,Yes,0,Not Graduate,No,4467,0,120,360,,Rural,Y
LP002836,No,0,Graduate,No,3333,0,70,360,1,Urban,Y
LP002837,Yes,3+,Graduate,No,3400,2500,123,360,0,Rural,N
LP002840,No,0,Graduate,No,2378,0,9,360,1,Urban,N
LP002841,Yes,0,Graduate,No,3166,2064,104,360,0,Urban,N
LP002842,Yes,1,Graduate,No,3417,1750,186,360,1,Urban,Y
LP002847,Yes,,Graduate,No,5116,1451,165,360,0,Urban,N
LP002855,Yes,2,Graduate,No,16666,0,275,360,1,Urban,Y
LP002862,Yes,2,Not Graduate,No,6125,1625,187,480,1,Semiurban,N
LP002863,Yes,3+,Graduate,No,6406,0,150,360,1,Semiurban,N
LP002868,Yes,2,Graduate,No,3159,461,108,84,1,Urban,Y
LP002872,Yes,0,Graduate,No,3087,2210,136,360,0,Semiurban,N
LP002874,No,0,Graduate,No,3229,2739,110,360,1,Urban,Y
LP002877,Yes,1,Graduate,No,1782,2232,107,360,1,Rural,Y
LP002888,No,0,Graduate,,3182,2917,161,360,1,Urban,Y
LP002892,Yes,2,Graduate,No,6540,0,205,360,1,Semiurban,Y
LP002893,No,0,Graduate,No,1836,33837,90,360,1,Urban,N
LP002894,Yes,0,Graduate,No,3166,0,36,360,1,Semiurban,Y
LP002898,Yes,1,Graduate,No,1880,0,61,360,,Rural,N
LP002911,Yes,1,Graduate,No,2787,1917,146,360,0,Rural,N
LP002912,Yes,1,Graduate,No,4283,3000,172,84,1,Rural,N
LP002916,Yes,0,Graduate,No,2297,1522,104,360,1,Urban,Y
LP002917,No,0,Not Graduate,No,2165,0,70,360,1,Semiurban,Y
LP002925,No,0,Graduate,No,4750,0,94,360,1,Semiurban,Y
LP002926,Yes,2,Graduate,Yes,2726,0,106,360,0,Semiurban,N
LP002928,Yes,0,Graduate,No,3000,3416,56,180,1,Semiurban,Y
LP002931,Yes,2,Graduate,Yes,6000,0,205,240,1,Semiurban,N
LP002933,No,3+,Graduate,Yes,9357,0,292,360,1,Semiurban,Y
LP002936,Yes,0,Graduate,No,3859,3300,142,180,1,Rural,Y
LP002938,Yes,0,Graduate,Yes,16120,0,260,360,1,Urban,Y
LP002940,No,0,Not Graduate,No,3833,0,110,360,1,Rural,Y
LP002941,Yes,2,Not Graduate,Yes,6383,1000,187,360,1,Rural,N
LP002943,No,,Graduate,No,2987,0,88,360,0,Semiurban,N
LP002945,Yes,0,Graduate,Yes,9963,0,180,360,1,Rural,Y
LP002948,Yes,2,Graduate,No,5780,0,192,360,1,Urban,Y
LP002949,No,3+,Graduate,,416,41667,350,180,,Urban,N
LP002950,Yes,0,Not Graduate,,2894,2792,155,360,1,Rural,Y
LP002953,Yes,3+,Graduate,No,5703,0,128,360,1,Urban,Y
LP002958,No,0,Graduate,No,3676,4301,172,360,1,Rural,Y
LP002959,Yes,1,Graduate,No,12000,0,496,360,1,Semiurban,Y
LP002960,Yes,0,Not Graduate,No,2400,3800,,180,1,Urban,N
LP002961,Yes,1,Graduate,No,3400,2500,173,360,1,Semiurban,Y
LP002964,Yes,2,Not Graduate,No,3987,1411,157,360,1,Rural,Y
LP002974,Yes,0,Graduate,No,3232,1950,108,360,1,Rural,Y
LP002978,No,0,Graduate,No,2900,0,71,360,1,Rural,Y
LP002979,Yes,3+,Graduate,No,4106,0,40,180,1,Rural,Y
LP002983,Yes,1,Graduate,No,8072,240,253,360,1,Urban,Y
LP002984,Yes,2,Graduate,No,7583,0,187,360,1,Urban,Y
LP002990,No,0,Graduate,Yes,4583,0,133,360,0,Semiurban,N
